"","cat_pais","ncat_eleccion","nombres_candidatos","npresenciaspasadas","nausenciaspasadas","dicopresenciaspasadas","dicoausenciaspasadas","source_participaciones"
"217","Ecuador",2006,"Leon Roldos",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"218","Ecuador",2006,"Luis Macas Ambuludi",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"219","Ecuador",2006,"Rafael Correa",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"220","Mexico",2006,"Andres Manuel Lopez Obrador",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"221","Mexico",2006,"Felipe Calderon",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"222","Mexico",2006,"Patricia Mercado",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"223","Mexico",2006,"Roberto Campa",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"224","Mexico",2006,"Roberto Madrazo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"225","Nicaragua",2006,"Daniel Ortega",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"226","Nicaragua",2006,"Eden Pastora",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"227","Nicaragua",2006,"Edmundo Jarquin",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"228","Nicaragua",2006,"Eduardo Montealegre",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"229","Nicaragua",2006,"Jose Rizo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"230","Peru",2006,"Alan Garcia Perez",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"231","Peru",2006,"Ollanta Moises Humala Tasso",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"232","Guatemala",2007,"Alejandro Giammattei",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"233","Guatemala",2007,"Alvaro Colom",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"234","Guatemala",2007,"Eduardo Suger",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"235","Guatemala",2007,"Otto Perez Molina",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"236","Guatemala",2007,"Rigoberta Menchu",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"237","Paraguay",2008,"Blanca Ovelar",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"238","Paraguay",2008,"Fernando Lugo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"239","Paraguay",2008,"Lino Oviedo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"240","Paraguay",2008,"Pedro Fadul",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"241","Panama",2009,"Balbina Herrera",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"242","Panama",2009,"Guillermo Endara",3,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"243","Panama",2009,"Ricardo Martinelli",4,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"244","Uruguay",2009,"Jose Mujica",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"245","Uruguay",2009,"Luis Alberto Lacalle Herrera",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"246","Uruguay",2009,"Pablo Mieres",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"247","Uruguay",2009,"Pedro Bordaberry",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"248","Uruguay",2009,"Raul Rodriguez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"249","Brasil",2010,"Dilma Rousseff",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"250","Brasil",2010,"Jose Serra",4,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"251","Brasil",2010,"Marina Silva",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"252","Brasil",2010,"Plinio Sampaio",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"253","Chile",2010,"Eduardo Frei Ruiz-Tagle",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"254","Chile",2010,"Jorge Arrate Mac Niven",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"255","Chile",2010,"Marco Enriquez-Ominami",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"256","Chile",2010,"Sebastian Pinera",5,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"257","Colombia",2010,"Antanas Mockus",4,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"258","Colombia",2010,"German Vargas Lleras",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"259","Colombia",2010,"Gustavo Petro",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"260","Colombia",2010,"Juan Manuel Santos",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"261","Colombia",2010,"Noemi Sanin",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"262","Colombia",2010,"Rafael Pardo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"263","Colombia",2010,"Sergio Fajardo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"264","Costa Rica",2010,"Eugenio Trejos",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"265","Costa Rica",2010,"Laura Chinchilla",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"266","Costa Rica",2010,"Luis Fishman",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"267","Costa Rica",2010,"Mayra Gonzalez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"268","Costa Rica",2010,"Oscar Lopez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"269","Costa Rica",2010,"Otto Guevara",3,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"270","Costa Rica",2010,"Otton Solis",3,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"271","Costa Rica",2010,"Rolando Araya",4,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"272","Costa Rica",2010,"Walter Munoz",3,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"273","Guatemala",2011,"Adela de Torre",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"274","Guatemala",2011,"Alejandro Giammattei",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"275","Guatemala",2011,"Eduardo Suger",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"276","Guatemala",2011,"Harold Caballeros",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"277","Guatemala",2011,"Juan Gutierrez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"278","Guatemala",2011,"Manuel Baldizon",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"279","Guatemala",2011,"Mario Estrada",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"280","Guatemala",2011,"Otto Perez Molina",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"281","Guatemala",2011,"Patricia de Arzu",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"282","Guatemala",2011,"Rigoberta Menchu",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"283","Guatemala",2011,"Sandra Torres",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"284","Peru",2011,"Alejandro Toledo Manrique",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"285","Peru",2011,"Humberto Pinazo Bella",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"286","Peru",2011,"Jose Manuel Rodriguez Cuadros",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"287","Peru",2011,"Jose Nique de la Puente",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"288","Peru",2011,"Juliana Reymer Rodriguez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"289","Peru",2011,"Keiko Fujimori Higuchi",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"290","Peru",2011,"Ollanta Moises Humala Tasso",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"291","Peru",2011,"Oscar Luis Castaneda Lossio",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"292","Peru",2011,"Pedro Pablo Kuczynski",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"293","Peru",2011,"Rafael Belaunde Aubry",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"294","Peru",2011,"Ricardo Noriega Salaverry",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"295","Mexico",2012,"Andres Manuel Lopez Obrador",1,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"296","Mexico",2012,"Enrique Pena Nieto",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"297","Mexico",2012,"Gabriel Quadri",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"298","Mexico",2012,"Josefina Vazquez Mota",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"299","Chile",2013,"Alfredo Sfeir",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"300","Chile",2013,"Evelyn Matthei",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"301","Chile",2013,"Franco Parisi",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"302","Chile",2013,"Marcel Claude",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"303","Chile",2013,"Marco Enriquez-Ominami",7,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"304","Chile",2013,"Michelle Bachelet",5,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"305","Chile",2013,"Ricardo Israel",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"306","Chile",2013,"Roxana Miranda",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"307","Chile",2013,"Tomas Jocelyn-Holt",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"308","Ecuador",2013,"Alberto Acosta",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"309","Ecuador",2013,"Alvaro Noboa",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"310","Ecuador",2013,"Guillermo Lasso",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"311","Ecuador",2013,"Lucio Gutierrez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"312","Ecuador",2013,"Mauricio Rodas",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"313","Ecuador",2013,"Nelson Zavala",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"314","Ecuador",2013,"Norman Wray",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"315","Ecuador",2013,"Rafael Correa",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"316","Honduras",2013,"Andres Pavon Murillo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"317","Honduras",2013,"Iris Xiomara Castro de Zelaya",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"318","Honduras",2013,"Jorge Rafael Aguilar",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"319","Honduras",2013,"Juan Orlando Hernandez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"320","Honduras",2013,"Mauricio Villeda Bermudez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"321","Honduras",2013,"Orle Anibal Solis",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"322","Honduras",2013,"Romeo Vasquez Velasquez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"323","Honduras",2013,"Salvador Nasralla",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"324","Paraguay",2013,"Anibal Carrillo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"325","Paraguay",2013,"Efrain Alegre",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"326","Paraguay",2013,"Horacio Cartes",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"327","Paraguay",2013,"Lino Oviedo",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"328","Paraguay",2013,"Mario Ferreiro",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"329","Paraguay",2013,"Miguel Carrizosa",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"330","Bolivia",2014,"Evo Morales",1,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"331","Bolivia",2014,"Fernando Vargas",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"332","Bolivia",2014,"Jorge Quiroga",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"333","Bolivia",2014,"Juan del Granado",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"334","Bolivia",2014,"Samuel Doria Medina",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"335","Brasil",2014,"Aecio Neves",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"336","Brasil",2014,"Dilma Rousseff",10,3,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"337","Brasil",2014,"Eduardo Jorge",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"338","Brasil",2014,"Jose Maria Eymael",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"339","Brasil",2014,"Levy Fidelix",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"340","Brasil",2014,"Luciana Genro",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"341","Brasil",2014,"Marina Silva",9,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"342","Brasil",2014,"Pastor Everaldo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"343","Colombia",2014,"Clara Lopez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"344","Colombia",2014,"Enrique Penalosa",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"345","Colombia",2014,"Juan Manuel Santos",7,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"346","Colombia",2014,"Marta Lucia Ramirez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"347","Colombia",2014,"Oscar Ivan Zuluaga",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"348","Costa Rica",2014,"Carlos Avendano",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"349","Costa Rica",2014,"Hector Monestel Herrera",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"350","Costa Rica",2014,"Johnny Araya Monge",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"351","Costa Rica",2014,"Jose Manuel Echandi",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"352","Costa Rica",2014,"Jose Maria Villalta",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"353","Costa Rica",2014,"Jose Miguel Corrales Bolanos",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"354","Costa Rica",2014,"Justo Orozco",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"355","Costa Rica",2014,"Luis Guillermo Solis",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"356","Costa Rica",2014,"Oscar Lopez",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"357","Costa Rica",2014,"Otto Guevara",7,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"358","Costa Rica",2014,"Rodolfo Piza",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"359","Costa Rica",2014,"Sergio Mena",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"360","Costa Rica",2014,"Walter Munoz",4,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"361","El Salvador",2014,"Elias Antonio Saca",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"362","El Salvador",2014,"Norman Quijano",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"363","El Salvador",2014,"Oscar Lemu",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"364","El Salvador",2014,"Rene Rodriguez Hurtado",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"365","El Salvador",2014,"Salvador Sanchez Ceren",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"366","Panama",2014,"Esteban Rodriguez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"367","Panama",2014,"Genaro Lopez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"368","Panama",2014,"Gerardo Barroso",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"369","Panama",2014,"Jose Domingo Arias",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"370","Panama",2014,"Juan Carlos Navarro",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"371","Panama",2014,"Juan Carlos Varela",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"372","Panama",2014,"Juan Jovane",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"373","Uruguay",2014,"Cesar Vega",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"374","Uruguay",2014,"Gonzalo Abella",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"375","Uruguay",2014,"Luis Alberto Lacalle Pou",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"376","Uruguay",2014,"Pablo Mieres",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"377","Uruguay",2014,"Pedro Bordaberry",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"378","Uruguay",2014,"Rafael Fernandez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"379","Uruguay",2014,"Tabare Vazquez",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"380","Argentina",2015,"Adolfo Rodriguez Saa",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"381","Argentina",2015,"Daniel Scioli",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"382","Argentina",2015,"Margarita Stolbizer",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"383","Argentina",2015,"Mauricio Macri",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"384","Argentina",2015,"Nicolas del Cano",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"385","Argentina",2015,"Sergio Massa",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"386","Guatemala",2015,"Alejandro Giammattei",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"387","Guatemala",2015,"Anibal Garcia",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"388","Guatemala",2015,"Jimmy Morales",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"389","Guatemala",2015,"Jose Angel Lopez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"390","Guatemala",2015,"Juan Gutierrez",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"391","Guatemala",2015,"Lizardo Sosa",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"392","Guatemala",2015,"Luis Fernando Perez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"393","Guatemala",2015,"Manuel Baldizon",6,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"394","Guatemala",2015,"Mario David Garcia",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"395","Guatemala",2015,"Mario Estrada",0,1,0,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"396","Guatemala",2015,"Miguel Angel Sandoval",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"397","Guatemala",2015,"Roberto Gonzalez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"398","Guatemala",2015,"Sandra Torres",2,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"399","Guatemala",2015,"Zury Rios",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"400","Peru",2016,"Alan Garcia Perez",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"401","Peru",2016,"Alejandro Toledo Manrique",4,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"402","Peru",2016,"Alfredo Barnechea",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"403","Peru",2016,"Antero Flores Araoz",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"404","Peru",2016,"Cesar Acuna",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"405","Peru",2016,"Daniel Urresti",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"406","Peru",2016,"Fernando Olivera",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"407","Peru",2016,"Francisco Diez Canseco",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"408","Peru",2016,"Gregorio Santos Guerrero",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"409","Peru",2016,"Hernando Guerra Garcia",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"410","Peru",2016,"Julio Guzman",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"411","Peru",2016,"Keiko Fujimori Higuchi",4,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"412","Peru",2016,"Miguel Hilario",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"413","Peru",2016,"Pedro Pablo Kuczynski",3,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"414","Peru",2016,"Renzo Reggiardo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"415","Peru",2016,"Veronika Mendoza",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"416","Peru",2016,"Vladimir Cerron",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"417","Peru",2016,"Yehude Simon",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"418","Republica Dominicana",2016,"Danilo Medina",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"419","Republica Dominicana",2016,"Elias Wessin Chavez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"420","Republica Dominicana",2016,"Guillermo Moreno",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"421","Republica Dominicana",2016,"Hatuey De Camps",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"422","Republica Dominicana",2016,"Luis Rodolfo Abinader",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"423","Republica Dominicana",2016,"Minerva Tavarez Mirabal",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"424","Republica Dominicana",2016,"Pelegrin Castillo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"425","Republica Dominicana",2016,"Soraya Aquino",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"426","Chile",2017,"Alejandro Guillier",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"427","Chile",2017,"Alejandro Navarro",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"428","Chile",2017,"Beatriz Sanchez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"429","Chile",2017,"Carolina Goic",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"430","Chile",2017,"Eduardo Artes",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"431","Chile",2017,"Jose Antonio Kast",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"432","Chile",2017,"Marco Enriquez-Ominami",11,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"433","Chile",2017,"Sebastian Pinera",13,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"434","Ecuador",2017,"Abdala Bucaram",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
